Ticker	EntryTime	ExitTime	Return [%]	CAGR [%]	Sharpe Ratio	Max. Drawdown [%]	Win Rate [%]	# Trades	Expectancy [%]	Profit Factor	Duration	Avg. Trade [%]	Max. Trade Duration	Avg. Trade Duration
SPY	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	101.47102813720703	42.43949084098881	3.3545323307073858	-5.083607404724145	100.0	32	2.6077962180783643		727 days 06:00:00	2.5816043229202723	40 days 00:00:00	4 days 13:00:00
META	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	349.83780487060545	113.69767592882702	2.788274997130378	-5.962922663835291	91.42857142857143	39	4.616610866677825	30.493218112901587	727 days 06:00:00	4.458088364288804	11 days 21:00:00	3 days 01:00:00
AAPL	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	261.6504611206053	91.39983135733915	3.2594482361795545	-2.1400065870890383	100.0	34	4.192994583725606		727 days 06:00:00	4.123116566812635	14 days 02:00:00	4 days 05:00:00
AMZN	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	214.19787368774416	78.27589237904388	3.296813445727191	-2.507980645258434	100.0	37	3.696178262546556		727 days 06:00:00	3.6647919236953985	11 days 00:00:00	3 days 07:00:00
NFLX	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	130.05808311462388	52.31110241957131	2.299508563171666	-9.64959955883079	85.29411764705883	42	2.2944596682121374	16.10049286038429	727 days 06:00:00	2.266628185294639	31 days 01:00:00	4 days 07:00:00
MRNA	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	677.8608695602417	181.78274718622708	2.101425712259417	-18.221349115815364	94.28571428571428	41	6.24468820082928	15.694942311129582	727 days 06:00:00	6.03465937669343	14 days 00:00:00	3 days 18:00:00
TSLA	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	1078.6524107360844	247.58460962282777	2.0233234698767486	-21.585349637238625	93.75	36	8.939362987839578	29.165405296204682	727 days 06:00:00	8.455046996727367	16 days 01:00:00	4 days 07:00:00
TNA	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	943.7596712684631	226.89137753580303	2.68192828638994	-9.414255293543604	96.875	36	7.7920257834556335	94.37315653788934	727 days 06:00:00	7.611506069769591	13 days 01:00:00	3 days 01:00:00
GLD	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	105.205168914795	43.76667136921854	2.646754725399428	-12.988303163030535	96.66666666666667	34	2.5262455348494686	9.86500315788046	727 days 06:00:00	2.448956175732242	67 days 23:00:00	6 days 01:00:00
SLV	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	283.85899673461904	97.24798438484457	3.273160510995216	-7.657981521551749	96.15384615384616	29	5.400596418730142	883.8257756306523	727 days 06:00:00	5.31521928887142	45 days 04:00:00	5 days 17:00:00
USO	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	226.48591548919677	81.76350826045291	3.3944381693035823	-4.32391212554627	96.66666666666667	34	4.074398208439414	47.03077960189333	727 days 06:00:00	4.033400747674154	9 days 22:00:00	3 days 20:00:00
BAC	2024-04-09 13:30:00+00:00	2026-04-06 19:30:00+00:00	90.41597122192383	38.437263382780685	1.713030899356953	-18.277913426012027	92.0	30	2.7023930674892997	5.205309889054134	727 days 06:00:00	2.615539386888188	27 days 22:00:00	5 days 02:00:00
